epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,4638.39,0.8157,0.42853,1.03816,0.97108,0.97169,0.9852,0.76586,0.95719,0.36501,1.11117,0.000215443,0.000215443,0.000215443
66,4709.07,0.80903,0.42538,1.03257,0.9763,0.97205,0.98441,0.76626,0.97791,0.37034,1.13192,0.000209622,0.000209622,0.000209622
67,4780.73,0.803,0.42168,1.02919,0.96363,0.97803,0.98466,0.76585,0.96869,0.36588,1.12275,0.000203801,0.000203801,0.000203801
68,4851.02,0.79395,0.42178,1.03125,0.97015,0.97463,0.98555,0.76775,0.98018,0.37024,1.12809,0.00019798,0.00019798,0.00019798
69,4923.29,0.79355,0.41721,1.03001,0.97244,0.96281,0.98622,0.76658,0.97107,0.36897,1.12534,0.000192158,0.000192158,0.000192158
70,4993.99,0.7865,0.41433,1.01637,0.97353,0.97491,0.98394,0.76774,0.96636,0.36302,1.12949,0.000186337,0.000186337,0.000186337
71,5065.39,0.79113,0.41365,1.02732,0.97221,0.96455,0.98483,0.76771,0.97491,0.37206,1.13032,0.000180516,0.000180516,0.000180516
72,5136.32,0.7738,0.40367,1.01943,0.97007,0.96731,0.98515,0.77049,0.9742,0.37211,1.12938,0.000174695,0.000174695,0.000174695
73,5208.17,0.7754,0.40614,1.01558,0.97049,0.97057,0.98416,0.76349,0.98374,0.37353,1.14495,0.000168874,0.000168874,0.000168874
74,5278.41,0.76773,0.40123,1.01604,0.9704,0.97051,0.98451,0.76693,0.97152,0.36359,1.12953,0.000163052,0.000163052,0.000163052
75,5349.99,0.76481,0.40331,1.01349,0.97368,0.96449,0.98496,0.76685,0.96991,0.36461,1.12912,0.000157231,0.000157231,0.000157231
76,5419.93,0.75957,0.39846,1.01034,0.96503,0.97222,0.98584,0.77102,0.9807,0.36805,1.13214,0.00015141,0.00015141,0.00015141
77,5491.85,0.75064,0.39359,1.00576,0.97123,0.97062,0.98394,0.76332,0.98645,0.36539,1.14125,0.000145589,0.000145589,0.000145589
78,5563,0.74706,0.3955,1.00933,0.97971,0.96652,0.98574,0.76852,0.97634,0.36211,1.13392,0.000139768,0.000139768,0.000139768
79,5634.95,0.74753,0.38957,1.00367,0.96413,0.97588,0.98395,0.76743,0.97879,0.36876,1.13411,0.000133946,0.000133946,0.000133946
80,5705.4,0.7384,0.38508,0.99783,0.97259,0.97676,0.98483,0.7694,0.98513,0.36137,1.14271,0.000128125,0.000128125,0.000128125
81,5776.32,0.73905,0.38899,1.00015,0.9718,0.96839,0.98447,0.77097,0.97846,0.36913,1.14263,0.000122304,0.000122304,0.000122304
82,5846.79,0.73504,0.38313,0.99971,0.97234,0.96839,0.98446,0.76761,0.98551,0.37199,1.14667,0.000116483,0.000116483,0.000116483
83,5918.61,0.72628,0.38251,0.99364,0.97422,0.97142,0.98531,0.76727,0.98939,0.36232,1.14884,0.000110662,0.000110662,0.000110662
84,5989.39,0.72611,0.37614,0.99656,0.97188,0.97165,0.98538,0.76689,0.98267,0.37117,1.14521,0.00010484,0.00010484,0.00010484
85,6060.19,0.71526,0.37464,0.99274,0.97882,0.96041,0.98512,0.76601,0.98241,0.36996,1.1508,9.90192e-05,9.90192e-05,9.90192e-05
86,6130.81,0.7148,0.37205,0.99084,0.97381,0.9678,0.9854,0.768,0.98742,0.36964,1.15155,9.3198e-05,9.3198e-05,9.3198e-05
87,6201.19,0.71655,0.37653,0.99267,0.97314,0.9735,0.98599,0.7679,0.98586,0.35758,1.15269,8.73768e-05,8.73768e-05,8.73768e-05
88,6272.23,0.70436,0.36678,0.98796,0.97414,0.96933,0.98507,0.77306,0.97992,0.36642,1.1507,8.15556e-05,8.15556e-05,8.15556e-05
89,6343.56,0.69618,0.36872,0.98409,0.97617,0.96596,0.98417,0.769,0.98609,0.36597,1.15741,7.57344e-05,7.57344e-05,7.57344e-05
